movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
351,1947,5.0,828025540,1,1994,Comedy,Drama,Romance,795,3.28,0.92,588,153,344,343,34,7,1993,1.68,4.57,0.53,Children,Comedy,Adventure,Musical,Animation
434,1947,4.0,828025540,1,1993,Action,Adventure,Thriller,5380,3.06,0.92,69,351,588,153,344,9,1994,1.50,4.67,0.50,Comedy,Children,Romance,Adventure,Musical
44,1947,2.0,828025541,0,1995,Action,Adventure,Fantasy,2293,2.64,1.10,270,274,258,250,225,24,1994,1.06,4.21,0.98,Comedy,Children,Romance,Drama,Adventure
289,1947,4.0,828025541,1,1994,Comedy,Romance,"",707,3.37,0.88,239,240,277,283,270,29,1994,0.99,4.14,0.99,Comedy,Children,Romance,Drama,Adventure
339,1947,5.0,828025542,1,1995,Comedy,Romance,"",5030,3.52,0.92,48,380,303,292,328,46,1994,0.86,4.02,1.11,Comedy,Romance,Drama,Children,Thriller
74,1947,5.0,828026529,1,1996,Drama,Romance,"",786,3.34,1.01,88,141,120,333,339,51,1994,0.89,4.06,1.07,Comedy,Romance,Drama,Children,Thriller
273,28954,4.0,828027093,1,1994,Drama,Horror,Sci-Fi,1633,3.11,0.97,232,272,222,147,218,11,1992,8.34,4.00,0.77,Drama,Comedy,Romance,Mystery,Action
271,28954,4.0,828027093,1,1995,Drama,"","",275,3.23,0.95,280,229,230,219,273,16,1992,6.92,4.12,0.72,Drama,Thriller,Comedy,Romance,Sci-Fi
265,28954,5.0,828027093,1,1992,Drama,Fantasy,Romance,2622,3.89,0.98,253,236,247,271,280,21,1993,6.03,4.00,0.77,Drama,Comedy,Thriller,Romance,Horror
36,28954,5.0,828027322,1,1995,Crime,Drama,"",4547,3.94,0.90,32,141,17,35,113,44,1993,4.25,4.07,0.97,Drama,Romance,Comedy,Thriller,Crime
57,28954,4.0,828027322,1,1995,Drama,"","",551,3.33,0.97,21,10,36,32,141,47,1993,4.12,4.09,0.95,Drama,Romance,Comedy,Thriller,Crime
281,6825,5.0,828033956,1,1994,Comedy,Drama,Romance,870,3.66,0.88,261,292,270,257,381,25,1994,1.22,4.00,0.96,Drama,Comedy,Romance,Thriller,Action
223,26018,4.0,828044770,1,1994,Comedy,"","",5102,3.86,0.97,276,410,"","","",2,1993,0.71,4.00,0.00,Comedy,Romance,Fantasy,Children,""
248,26018,4.0,828044770,1,1994,Comedy,"","",682,3.03,0.96,223,276,410,"","",3,1993,0.58,4.00,0.00,Comedy,Romance,Fantasy,Children,""
150,26018,5.0,828044770,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,592,231,288,270,349,17,1993,1.39,4.18,0.64,Comedy,Thriller,Drama,Action,Romance
253,26018,4.0,828044770,1,1994,Drama,Horror,"",6010,3.50,0.94,431,588,427,259,153,23,1993,1.35,4.26,0.62,Drama,Comedy,Thriller,Crime,Action
555,26018,5.0,828044771,1,1993,Crime,Thriller,"",3312,3.80,0.90,281,380,293,292,300,38,1993,1.28,4.21,0.84,Drama,Comedy,Thriller,Action,Crime
590,21988,4.0,828047513,1,1990,Adventure,Drama,Western,9497,3.72,0.97,196,260,249,315,265,29,1993,3.34,3.93,0.84,Drama,Action,Thriller,Romance,Adventure
349,14979,5.0,828048162,1,1994,Action,Crime,Drama,6309,3.64,0.81,344,432,348,351,595,10,1993,1.06,3.70,0.95,Comedy,Romance,Adventure,Action,Western
427,14979,4.0,828048162,1,1993,Drama,Mystery,Romance,736,2.60,1.15,231,349,344,432,348,16,1993,1.54,3.69,0.95,Comedy,Adventure,Action,Romance,Crime
296,14979,5.0,828048163,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,39,225,431,165,427,24,1993,1.36,3.71,0.95,Comedy,Drama,Thriller,Romance,Crime
343,12260,4.0,828050573,1,1995,Children,"","",228,2.59,1.14,432,595,691,296,"",6,1993,1.63,3.17,1.72,Comedy,Romance,Thriller,Adventure,Western
227,12260,4.0,828050573,1,1994,Action,Thriller,"",1013,3.05,0.87,218,248,343,432,595,11,1993,1.30,3.45,1.37,Comedy,Romance,Children,Drama,Thriller
349,12260,4.0,828050573,1,1994,Action,Crime,Drama,6309,3.64,0.81,23,227,218,248,343,13,1994,1.22,3.54,1.27,Comedy,Thriller,Action,Romance,Crime
281,12260,5.0,828050573,1,1994,Comedy,Drama,Romance,870,3.66,0.88,349,23,227,218,248,15,1994,1.13,3.53,1.19,Comedy,Thriller,Action,Crime,Drama
296,28776,5.0,828082204,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,611,10,"","","",3,1989,11.27,4.00,1.00,Action,Sci-Fi,Thriller,Horror,Adventure
380,28776,3.0,828082205,0,1994,Action,Adventure,Comedy,9364,3.48,0.93,590,225,172,427,316,19,1992,4.45,4.21,0.79,Thriller,Action,Drama,Sci-Fi,Adventure
555,28776,3.0,828082205,0,1993,Crime,Thriller,"",3312,3.80,0.90,590,225,172,427,316,20,1993,4.34,4.15,0.81,Thriller,Action,Drama,Sci-Fi,Adventure
7,6825,4.0,828093086,1,1995,Comedy,Romance,"",2812,3.36,0.96,50,278,262,333,339,37,1994,1.06,4.11,0.97,Comedy,Drama,Romance,Thriller,Action
381,19751,4.0,828099332,1,1994,Drama,Romance,"",1046,3.33,0.97,326,302,300,223,22,13,1993,1.54,4.46,0.66,Drama,Comedy,Thriller,Crime,Action
331,19751,4.0,828099332,1,1994,Drama,"","",123,3.29,0.93,265,342,305,289,318,29,1993,1.13,4.31,0.60,Drama,Comedy,Romance,Crime,Action
19,28954,1.0,828112272,0,1995,Comedy,"","",4501,2.62,1.16,452,326,203,57,21,53,1993,3.88,4.02,1.01,Drama,Comedy,Romance,Thriller,Crime
39,28954,3.0,828112272,0,1995,Comedy,Romance,"",5741,3.42,0.98,144,292,452,326,203,58,1993,3.72,3.91,1.13,Drama,Comedy,Thriller,Romance,Crime
595,3910,5.0,828113122,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,282,"","","","",2,1994,0.00,4.00,1.41,Drama,"","","",""
227,3910,3.0,828113122,0,1994,Action,Thriller,"",1013,3.05,0.87,218,168,276,22,348,12,1994,1.13,4.08,0.67,Romance,Drama,Comedy,Action,Thriller
48,3910,4.0,828113122,1,1995,Animation,Children,Drama,2834,2.94,1.06,150,592,294,349,256,20,1993,1.50,4.05,0.69,Drama,Comedy,Romance,Action,Thriller
588,3910,5.0,828113122,1,1992,Adventure,Animation,Children,8980,3.67,0.92,305,289,266,236,48,25,1994,1.37,4.08,0.64,Romance,Comedy,Drama,Action,Thriller
252,3910,5.0,828113122,1,1994,Comedy,Romance,"",2189,3.22,0.85,225,165,588,305,289,29,1994,1.34,4.03,0.73,Comedy,Romance,Drama,Action,Thriller
317,3910,5.0,828113325,1,1994,Comedy,Drama,Fantasy,3486,3.14,1.00,553,339,315,316,204,42,1994,1.33,4.19,0.74,Drama,Comedy,Romance,Action,Thriller
351,2892,4.0,828119059,1,1994,Comedy,Drama,Romance,795,3.28,0.92,595,169,2,32,38,11,1994,2.43,4.18,0.75,Children,Adventure,Comedy,Thriller,Musical
434,2892,5.0,828119059,1,1993,Action,Adventure,Thriller,5380,3.06,0.92,351,595,169,2,32,12,1994,2.31,4.17,0.72,Children,Adventure,Comedy,Thriller,Romance
343,2892,3.0,828119059,0,1995,Children,"","",228,2.59,1.14,160,432,434,351,595,17,1994,1.98,3.94,1.03,Adventure,Children,Comedy,Action,Thriller
230,2892,3.0,828119059,0,1995,Drama,Thriller,"",1614,3.61,0.87,227,168,174,421,160,22,1994,1.75,3.95,0.95,Adventure,Children,Comedy,Action,Thriller
231,2892,3.0,828119059,0,1994,Adventure,Comedy,"",7051,2.93,1.21,238,256,227,168,174,28,1994,1.57,3.82,0.90,Adventure,Children,Comedy,Action,Thriller
47,2892,5.0,828119060,1,1995,Mystery,Thriller,"",9335,4.06,0.87,203,317,262,253,588,51,1994,1.48,3.61,1.17,Adventure,Comedy,Children,Action,Drama
207,2892,4.0,828119060,1,1995,Drama,Romance,"",1210,3.42,1.06,274,267,47,203,317,55,1994,1.43,3.65,1.16,Comedy,Adventure,Children,Action,Drama
381,2892,4.0,828119060,1,1994,Drama,Romance,"",1046,3.33,0.97,207,274,267,47,203,56,1994,1.42,3.66,1.15,Comedy,Adventure,Children,Drama,Action
1,18894,4.0,828120593,1,1995,Adventure,Animation,Children,10759,3.91,0.89,141,95,"","","",2,1996,0.00,4.00,0.00,Action,Thriller,Adventure,Comedy,""
163,18894,4.0,828120958,1,1995,Action,Romance,Western,3058,3.44,0.94,434,10,1,141,95,5,1995,1.22,4.00,0.00,Adventure,Action,Thriller,Comedy,Fantasy
349,26806,5.0,828130672,1,1994,Action,Crime,Drama,6309,3.64,0.81,329,185,228,421,300,9,1994,1.27,4.22,0.44,Adventure,Drama,Action,Thriller,Children
380,5223,4.0,828172818,1,1994,Action,Adventure,Comedy,9364,3.48,0.93,231,349,246,381,477,15,1993,1.06,3.93,0.80,Drama,Adventure,Comedy,Thriller,Musical
432,18793,4.0,828187317,1,1994,Adventure,Comedy,Western,2737,2.74,0.94,434,"","","","",2,1993,0.71,3.50,0.71,Action,Thriller,Adventure,"",""
329,18793,4.0,828187317,1,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,256,185,208,227,160,11,1994,0.79,3.36,1.03,Action,Adventure,Sci-Fi,Thriller,Comedy
434,2043,3.0,828198048,0,1993,Action,Adventure,Thriller,5380,3.06,0.92,595,21,58,25,41,10,1994,1.35,4.30,0.82,Drama,Romance,Crime,Comedy,Thriller
432,2043,2.0,828198048,0,1994,Adventure,Comedy,Western,2737,2.74,0.94,348,595,21,58,25,12,1994,1.31,4.17,0.83,Drama,Romance,Comedy,Crime,Thriller
592,2043,5.0,828198048,1,1989,Action,Crime,Thriller,10028,3.40,0.84,344,34,348,595,21,16,1994,1.15,4.00,0.97,Drama,Comedy,Romance,Crime,Thriller
246,2043,5.0,828198049,1,1994,Documentary,"","",2288,4.06,0.95,224,163,296,590,417,32,1994,1.57,3.94,0.95,Drama,Comedy,Romance,Crime,Thriller
233,2043,5.0,828198049,1,1994,Drama,"","",740,3.52,1.05,246,224,163,296,590,33,1994,1.54,3.97,0.95,Drama,Comedy,Romance,Crime,Thriller
266,2043,1.0,828198049,0,1994,Drama,Romance,War,3492,3.48,1.03,316,178,277,555,380,40,1993,1.41,4.08,0.92,Drama,Comedy,Romance,Thriller,Adventure
35,12315,4.0,828213150,1,1995,Drama,Romance,"",313,3.45,1.04,16,85,28,"","",3,1995,0.00,4.67,0.58,Drama,Romance,Crime,"",""
154,12315,4.0,828214011,1,1967,Drama,"","",671,3.81,0.91,2,608,21,1,32,20,1995,0.55,4.15,0.67,Drama,Thriller,Romance,Crime,Comedy
223,12315,5.0,828214011,1,1994,Comedy,"","",5102,3.86,0.97,410,162,34,348,154,25,1993,5.66,4.24,0.66,Drama,Thriller,Romance,Comedy,Crime
149,12315,5.0,828214011,1,1994,Crime,Drama,Thriller,222,3.71,0.91,158,153,150,213,347,34,1993,4.85,4.32,0.68,Drama,Comedy,Thriller,Romance,Adventure
588,12315,5.0,828214011,1,1992,Adventure,Animation,Children,8980,3.67,0.92,149,158,153,150,213,35,1993,4.78,4.34,0.68,Drama,Comedy,Thriller,Romance,Adventure
308,12315,4.0,828214012,1,1994,Comedy,Drama,"",1102,3.89,0.88,468,232,272,307,296,43,1993,4.32,4.28,0.70,Drama,Comedy,Thriller,Romance,Adventure
314,12315,4.0,828214012,1,1994,Children,Drama,Fantasy,946,3.85,0.92,299,173,555,242,247,58,1993,3.72,4.24,0.63,Drama,Comedy,Thriller,Romance,Crime
253,12315,4.0,828214012,1,1994,Drama,Horror,"",6010,3.50,0.94,165,305,314,299,173,62,1994,3.60,4.21,0.63,Drama,Comedy,Thriller,Crime,Romance
76,20844,4.0,828222421,1,1995,Action,Sci-Fi,Thriller,741,3.06,1.00,637,94,36,32,79,17,1995,0.62,4.24,0.75,Drama,Thriller,Comedy,Romance,Action
288,20844,1.0,828223013,0,1994,Action,Crime,Thriller,5165,3.24,1.18,227,22,434,132,272,24,1995,0.83,4.21,0.83,Drama,Thriller,Action,Comedy,Romance
150,20844,5.0,828223013,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,592,227,22,434,132,26,1994,1.44,4.08,1.02,Thriller,Drama,Action,Comedy,Romance
260,20844,4.0,828223013,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,225,165,150,592,227,30,1994,1.36,4.07,1.14,Thriller,Drama,Action,Comedy,Crime
268,20844,4.0,828223214,1,1994,Crime,Drama,"",146,3.35,0.89,300,315,306,318,316,44,1994,2.91,4.05,1.08,Drama,Thriller,Action,Comedy,Adventure
349,17874,5.0,828231217,1,1994,Action,Crime,Drama,6309,3.64,0.81,110,410,21,10,16,9,1994,0.83,3.44,1.51,Action,Thriller,Crime,Drama,Comedy
216,17874,3.0,828231217,0,1995,Comedy,"","",1867,3.22,1.14,145,590,435,161,157,23,1993,1.60,3.65,1.61,Drama,Crime,Comedy,Action,Thriller
296,17874,5.0,828231218,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,145,590,435,161,157,24,1993,1.59,3.62,1.58,Drama,Crime,Comedy,Action,Thriller
292,17874,5.0,828231218,1,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,208,381,47,276,282,34,1994,1.35,3.65,1.47,Drama,Comedy,Thriller,Crime,Action
555,17874,4.0,828231218,1,1993,Crime,Thriller,"",3312,3.80,0.90,261,380,44,303,288,41,1994,1.25,3.71,1.45,Drama,Action,Thriller,Comedy,Adventure
305,17874,1.0,828231218,0,1994,Comedy,"","",780,2.69,1.03,186,316,555,261,380,44,1994,1.23,3.73,1.40,Drama,Action,Thriller,Comedy,Adventure
253,17874,4.0,828231218,1,1994,Drama,Horror,"",6010,3.50,0.94,342,186,316,555,261,46,1994,1.20,3.67,1.43,Drama,Action,Thriller,Comedy,Adventure
