movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
213,18992,4.0,1237932574,1,1994,Drama,"","",392,4.03,0.99,306,908,750,745,904,29,1988,11.78,4.38,0.62,Drama,Thriller,Action,Adventure,Crime
434,18992,3.0,1237933173,0,1993,Action,Adventure,Thriller,5380,3.06,0.92,253,357,587,10,34,55,1990,9.63,4.02,0.78,Drama,Thriller,Comedy,Adventure,Action
95,18992,3.0,1237933213,0,1996,Action,Adventure,Thriller,4791,3.10,0.95,21,141,541,454,253,62,1990,9.20,3.97,0.81,Drama,Thriller,Comedy,Action,Adventure
923,18992,5.0,1238002472,1,1941,Drama,Mystery,"",3926,4.13,0.96,720,508,778,919,223,80,1989,11.77,3.90,0.85,Drama,Thriller,Comedy,Adventure,Action
653,18992,4.0,1238002540,1,1996,Action,Adventure,Fantasy,3148,3.22,0.97,920,353,235,923,720,84,1988,13.82,3.93,0.85,Drama,Thriller,Comedy,Action,Adventure
485,18992,3.0,1238002825,0,1993,Action,Adventure,Comedy,2880,2.78,1.00,596,903,953,555,653,93,1987,15.16,3.90,0.86,Drama,Thriller,Comedy,Action,Adventure
913,18992,5.0,1238003021,1,1941,Film-Noir,Mystery,"",2720,4.17,0.83,58,596,903,953,555,99,1988,14.78,3.86,0.86,Drama,Thriller,Comedy,Action,Adventure
509,18992,5.0,1240130539,1,1993,Drama,Romance,"",3720,3.71,1.05,551,922,785,910,345,100,1987,16.17,3.83,0.84,Drama,Thriller,Comedy,Action,Adventure
589,23318,4.0,1298945144,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,356,110,"","","",2,1994,0.71,4.75,0.35,War,Drama,Action,Romance,Comedy
434,23318,4.0,1299123299,1,1993,Action,Adventure,Thriller,5380,3.06,0.92,587,593,480,150,590,8,1992,2.13,4.12,0.52,Drama,Action,Thriller,Adventure,Sci-Fi
19,23318,0.5,1299123597,0,1995,Comedy,"","",4501,2.62,1.16,924,1,434,587,593,14,1988,10.07,3.82,0.77,Adventure,Drama,Action,Thriller,Sci-Fi
47,25969,5.0,1309040017,1,1995,Mystery,Thriller,"",9335,4.06,0.87,50,32,780,"","",6,1994,1.03,3.50,1.00,Thriller,Sci-Fi,Mystery,Action,Adventure
589,25969,4.0,1342272628,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,110,36,367,47,50,10,1994,0.82,3.95,0.98,Thriller,Action,Mystery,Crime,Sci-Fi
736,25969,1.0,1342272867,0,1996,Action,Adventure,Romance,6990,3.18,1.02,344,6,719,296,589,17,1994,1.22,3.85,0.86,Thriller,Action,Crime,Comedy,Sci-Fi
593,25969,4.0,1365104768,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,344,6,719,296,589,23,1994,1.20,3.46,1.05,Thriller,Action,Crime,Comedy,Sci-Fi
912,27317,4.5,1350267803,1,1942,Drama,Romance,"",5256,4.27,0.85,919,527,262,"","",4,1980,27.51,4.38,0.95,Children,Drama,Adventure,Musical,Fantasy
599,27990,4.5,1205139875,1,1969,Adventure,Western,"",745,4.01,0.91,32,552,543,903,151,81,1989,13.42,3.28,0.91,Drama,Thriller,Comedy,Action,Adventure
785,27990,3.5,1205389394,1,1996,Comedy,"","",2284,3.27,1.03,596,784,435,368,62,97,1988,15.11,3.33,0.88,Drama,Comedy,Thriller,Action,Adventure
597,28316,2.5,1262813133,0,1990,Comedy,Romance,"",7314,3.41,0.98,260,541,293,778,858,18,1984,16.87,3.25,0.96,Crime,Action,Sci-Fi,Thriller,Drama
1,28503,3.0,1427518726,0,1995,Adventure,Animation,Children,10759,3.91,0.89,356,"","","","",2,1985,12.02,4.00,1.41,Romance,War,Drama,Comedy,""
637,29210,0.5,1277724542,0,1996,Comedy,"","",1246,2.82,1.01,163,"","","","",3,1994,0.58,2.67,2.25,Action,Romance,Western,"",""
307,29210,4.0,1277724557,1,1993,Drama,"","",1432,3.96,0.96,163,"","","","",4,1995,0.82,2.12,2.14,Action,Romance,Western,"",""
500,29210,2.0,1296984827,0,1993,Comedy,Drama,"",7349,3.39,0.96,588,356,377,745,318,15,1990,10.29,3.00,1.70,Romance,Drama,Comedy,Action,Children
733,29865,4.5,1360351969,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,474,6,293,110,107,6,1994,1.79,3.83,0.68,Action,Thriller,Crime,Drama,Adventure
480,29865,3.5,1360351996,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,349,733,474,6,293,9,1994,1.62,3.78,0.75,Action,Thriller,Crime,Drama,Adventure
165,29865,3.5,1360352142,1,1995,Action,Crime,Thriller,7392,3.50,0.89,380,377,353,480,349,13,1994,1.35,3.73,0.63,Action,Thriller,Adventure,Crime,Drama
648,29865,4.5,1360352218,1,1996,Action,Adventure,Mystery,8117,3.37,0.90,780,292,10,163,165,19,1994,1.30,3.68,0.73,Action,Thriller,Adventure,Crime,Drama
597,4032,3.0,1360800172,0,1990,Comedy,Romance,"",7314,3.41,0.98,608,909,"","","",2,1978,25.46,3.75,0.35,Drama,Comedy,Thriller,Romance,Crime
541,4032,5.0,1360803149,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,750,924,18,239,412,22,1981,20.82,3.93,0.71,Drama,Comedy,Romance,Children,Adventure
923,4032,5.0,1360803271,1,1941,Drama,Mystery,"",3926,4.13,0.96,858,111,541,750,924,25,1980,19.59,4.04,0.73,Drama,Comedy,Romance,Children,Thriller
595,4032,4.5,1361002843,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,588,293,47,110,296,38,1976,21.45,4.20,0.68,Drama,Comedy,Thriller,Romance,Crime
34,4032,2.5,1361006510,0,1995,Children,Drama,"",7042,3.63,1.11,2,551,741,902,596,45,1977,21.33,4.17,0.68,Drama,Romance,Comedy,Thriller,Children
260,4032,4.5,1389819933,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,101,594,29,2,551,49,1977,21.71,4.12,0.70,Drama,Romance,Comedy,Children,Thriller
163,829,4.0,1329875164,1,1995,Action,Romance,Western,3058,3.44,0.94,520,594,551,2,17,23,1989,13.10,4.13,0.48,Adventure,Action,Children,Comedy,Sci-Fi
364,829,4.0,1329876249,1,1994,Adventure,Animation,Children,8464,3.78,0.93,145,596,158,48,163,28,1988,15.29,4.16,0.47,Action,Adventure,Children,Drama,Comedy
919,829,3.5,1341684665,1,1939,Adventure,Children,Fantasy,5138,3.98,0.94,364,145,596,158,48,29,1988,15.05,4.16,0.46,Adventure,Action,Children,Drama,Comedy
593,8433,4.0,1388375887,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,356,296,924,260,599,6,1982,12.80,4.33,0.41,Drama,Adventure,Sci-Fi,Crime,Comedy
480,8433,4.0,1388375889,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,593,356,296,924,260,7,1983,12.10,4.29,0.39,Drama,Adventure,Crime,Sci-Fi,Thriller
47,9030,4.5,1348914836,1,1995,Mystery,Thriller,"",9335,4.06,0.87,953,589,223,32,778,8,1988,17.15,3.81,0.75,Drama,Sci-Fi,Comedy,Action,Romance
762,14879,4.5,1257648237,1,1996,Comedy,Crime,"",2031,2.41,1.09,282,145,"","","",2,1994,0.71,4.50,0.00,Drama,Action,Thriller,Crime,Comedy
480,15947,2.5,1320790831,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,356,431,16,111,593,10,1990,8.72,4.65,0.67,Crime,Drama,Thriller,Comedy,Romance
110,15947,4.0,1320790848,1,1995,Action,Drama,War,11637,4.04,0.97,260,318,356,431,16,13,1989,8.55,4.38,0.87,Crime,Drama,Thriller,Comedy,Action
592,15947,1.5,1320808772,0,1989,Action,Crime,Thriller,10028,3.40,0.84,923,368,508,919,924,36,1988,13.89,3.78,1.34,Drama,Crime,Thriller,Adventure,Comedy
353,15947,3.0,1320809170,0,1994,Action,Crime,Fantasy,3640,3.50,1.00,923,368,508,919,924,46,1989,12.41,3.39,1.43,Drama,Crime,Thriller,Adventure,Comedy
24,17910,4.0,1204307676,1,1995,Drama,Sci-Fi,"",1737,3.17,1.05,204,673,256,"","",3,1995,1.00,3.67,0.29,Sci-Fi,Comedy,Action,Adventure,Fantasy
377,17910,4.0,1204308361,1,1994,Action,Romance,Thriller,9053,3.49,0.94,733,480,780,165,145,22,1993,4.16,4.20,0.61,Action,Thriller,Adventure,Sci-Fi,Comedy
786,17910,4.0,1204308562,1,1996,Action,Drama,Thriller,3445,3.15,0.99,185,153,380,377,733,26,1993,3.83,4.19,0.57,Action,Thriller,Adventure,Comedy,Sci-Fi
382,19989,4.5,1368982643,1,1994,Drama,Horror,Romance,1198,3.01,0.87,273,"","","","",2,1982,16.97,3.50,1.41,Sci-Fi,Horror,Drama,"",""
318,22130,5.0,1232376241,1,1994,Crime,Drama,"",13826,4.45,0.72,593,110,780,356,216,11,1994,1.43,3.77,1.27,Drama,Comedy,Action,Sci-Fi,Thriller
208,22130,4.0,1232376443,1,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,231,500,316,364,344,20,1993,1.62,4.00,1.03,Drama,Comedy,Action,Sci-Fi,Thriller
454,22130,4.5,1232376526,1,1993,Drama,Thriller,"",5500,3.51,0.81,253,208,231,500,316,22,1993,1.56,4.00,0.98,Drama,Comedy,Action,Sci-Fi,Adventure
410,22130,3.0,1232376798,0,1993,Children,Comedy,Fantasy,3972,2.99,0.93,19,2,454,253,208,25,1994,1.50,4.06,0.94,Drama,Comedy,Adventure,Action,Sci-Fi
912,22542,4.0,1393412514,1,1942,Drama,Romance,"",5256,4.27,0.85,527,50,858,318,"",4,1988,11.03,4.50,0.41,Crime,Drama,Thriller,Mystery,War
356,23592,4.5,1260288578,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,318,954,916,922,"",8,1976,24.59,3.00,1.91,Drama,Romance,Crime,Comedy,Film-Noir
595,23592,4.5,1260288862,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,296,356,318,954,916,10,1980,22.89,3.35,1.84,Drama,Romance,Comedy,Crime,Thriller
780,2393,5.0,1216137600,1,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,368,110,593,47,288,13,1988,15.90,4.31,1.35,Drama,Thriller,Crime,Comedy,Action
588,25532,3.0,1205042270,0,1992,Adventure,Animation,Children,8980,3.67,0.92,454,34,728,805,339,53,1988,14.80,3.53,0.83,Comedy,Drama,Romance,Thriller,Adventure
256,26222,2.0,1207339403,0,1994,Comedy,Sci-Fi,"",2181,2.73,1.02,111,589,50,377,480,14,1990,9.73,3.71,0.87,Thriller,Crime,Action,Sci-Fi,Mystery
48,26222,2.0,1207344774,0,1995,Animation,Children,Drama,2834,2.94,1.06,111,589,50,377,480,15,1990,9.43,3.60,0.95,Thriller,Crime,Action,Sci-Fi,Mystery
293,26222,3.5,1252894960,1,1994,Action,Crime,Drama,5587,4.06,0.81,260,32,592,923,111,30,1990,12.00,3.15,0.98,Thriller,Action,Crime,Sci-Fi,Mystery
531,26222,3.0,1253385006,0,1993,Children,Drama,"",1660,3.49,0.96,648,912,903,293,260,37,1988,14.53,3.15,0.95,Thriller,Action,Mystery,Crime,Drama
484,26222,2.5,1253385918,0,1994,Adventure,Children,"",162,2.76,1.19,648,912,903,293,260,39,1989,14.19,3.12,0.94,Thriller,Action,Mystery,Crime,Drama
585,26222,2.0,1253471213,0,1995,Comedy,"","",2087,2.63,1.13,648,912,903,293,260,46,1989,13.22,3.00,0.91,Thriller,Action,Mystery,Crime,Drama
913,26222,4.0,1267935996,1,1941,Film-Noir,Mystery,"",2720,4.17,0.83,953,933,231,457,551,61,1989,13.68,3.07,0.87,Thriller,Action,Crime,Mystery,Drama
318,26222,4.0,1268372575,1,1994,Crime,Drama,"",13826,4.45,0.72,608,858,913,953,933,66,1988,14.64,3.13,0.88,Thriller,Crime,Drama,Action,Mystery
54,26222,2.5,1274799127,0,1995,Children,Comedy,"",228,2.86,1.08,911,39,223,364,595,76,1988,14.22,3.16,0.86,Thriller,Crime,Drama,Mystery,Action
569,26222,2.5,1275503190,0,1994,Comedy,Drama,"",356,2.88,0.87,904,541,588,911,39,92,1988,14.65,3.08,0.88,Thriller,Crime,Drama,Mystery,Action
2,26222,2.0,1275590678,0,1995,Adventure,Children,Fantasy,4853,3.21,0.96,904,541,588,911,39,100,1988,14.17,2.97,0.84,Thriller,Crime,Drama,Action,Mystery
575,26222,2.0,1275590739,0,1994,Children,Comedy,"",548,2.95,1.07,904,541,588,911,39,100,1989,14.18,2.92,0.83,Thriller,Crime,Drama,Mystery,Comedy
903,27130,4.0,1365007606,1,1958,Drama,Mystery,Romance,3051,4.13,0.81,296,497,750,"","",6,1988,12.19,3.17,1.21,Comedy,Thriller,Romance,Crime,War
720,27752,3.5,1275426519,1,1996,Adventure,Animation,Comedy,1803,4.05,1.04,"","","","","",4,1994,0.82,1.88,0.48,"","","","",""
714,27752,4.0,1275428150,1,1995,Drama,Mystery,Western,739,3.88,1.02,507,851,720,"","",7,1994,1.27,2.86,1.35,Drama,Thriller,Adventure,Crime,Comedy
903,27752,2.5,1275940090,0,1958,Drama,Mystery,Romance,3051,4.13,0.81,32,111,356,778,714,12,1993,5.48,3.29,1.16,Drama,Thriller,Crime,Comedy,Mystery
475,27752,5.0,1275940109,1,1993,Drama,"","",1987,3.94,0.80,32,111,356,778,714,13,1990,11.06,3.23,1.13,Drama,Thriller,Crime,Comedy,Mystery
296,27752,4.5,1290345497,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,527,593,308,52,475,20,1991,8.95,3.42,1.02,Drama,Comedy,Thriller,Crime,Romance
50,27752,5.0,1290345613,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,380,377,260,296,527,25,1991,8.57,3.48,0.97,Drama,Thriller,Comedy,Crime,Romance
231,27752,4.5,1290345889,1,1994,Adventure,Comedy,"",7051,2.93,1.21,590,165,608,457,344,35,1992,7.38,3.56,0.98,Drama,Thriller,Comedy,Crime,Action
356,27966,4.0,1280564606,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,260,480,593,471,608,14,1989,9.48,3.79,0.61,Drama,Thriller,Crime,Sci-Fi,Comedy
527,27966,4.0,1280568120,1,1993,Drama,War,"",11017,4.30,0.83,327,923,551,750,223,37,1987,14.22,3.53,0.72,Drama,Comedy,Thriller,Sci-Fi,Adventure
357,28039,5.0,1274491206,1,1994,Comedy,Romance,"",6126,3.63,0.94,362,720,914,"","",5,1988,13.88,3.60,1.14,Romance,Adventure,Comedy,Musical,Children
539,28039,3.5,1274494016,1,1993,Comedy,Drama,Romance,6177,3.50,0.97,597,500,595,356,364,28,1988,14.82,3.14,1.53,Comedy,Romance,Children,Adventure,Animation
594,3650,2.0,1360830497,0,1937,Animation,Children,Drama,3902,3.61,0.97,648,838,17,497,918,19,1982,19.92,2.79,1.25,Romance,Drama,Comedy,Action,Thriller
48,3650,2.5,1360830625,0,1995,Animation,Children,Drama,2834,2.94,1.06,908,509,648,838,17,25,1975,23.48,2.70,1.20,Romance,Drama,Action,Thriller,Adventure
587,3858,2.5,1266797710,0,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,47,527,1,260,356,46,1984,17.30,2.90,1.51,Drama,Thriller,Comedy,Mystery,Crime
508,3858,3.0,1266798230,0,1993,Drama,"","",4185,3.83,0.87,778,300,223,17,288,60,1986,15.62,2.92,1.41,Drama,Thriller,Comedy,Crime,Mystery
471,3858,2.5,1266807705,0,1994,Comedy,"","",2463,3.66,0.94,70,953,16,778,300,71,1987,15.40,2.86,1.40,Drama,Thriller,Comedy,Crime,Romance
273,3858,1.5,1266808430,0,1994,Drama,Horror,Sci-Fi,1633,3.11,0.97,968,247,475,198,910,81,1987,15.08,2.88,1.37,Drama,Thriller,Crime,Comedy,Mystery
481,3858,2.0,1266809162,0,1993,Drama,Thriller,"",1182,3.32,0.92,535,799,319,14,968,88,1987,14.60,2.86,1.39,Drama,Thriller,Comedy,Crime,Mystery
519,3858,0.5,1266809504,0,1993,Action,Crime,Drama,1048,2.19,1.02,538,535,799,319,14,93,1988,14.26,2.83,1.37,Drama,Thriller,Comedy,Crime,Mystery
492,3858,2.0,1266810522,0,1993,Comedy,Mystery,"",689,3.63,0.85,490,538,535,799,319,100,1989,12.38,2.75,1.34,Drama,Thriller,Comedy,Crime,Mystery
95,3858,1.0,1267555488,0,1996,Action,Adventure,Thriller,4791,3.10,0.95,583,176,97,511,159,100,1992,6.78,2.52,1.20,Drama,Thriller,Comedy,Crime,Action
507,3858,3.5,1267666592,1,1993,Crime,Drama,Thriller,700,3.52,0.89,89,144,583,176,97,100,1993,6.60,2.39,1.23,Drama,Thriller,Comedy,Crime,Action
365,3858,1.5,1267667968,0,1993,Drama,"","",395,3.10,0.96,322,507,89,144,583,100,1993,6.61,2.39,1.22,Drama,Thriller,Comedy,Crime,Action
579,3858,2.0,1268014896,0,1993,Crime,Thriller,"",7,3.14,0.69,407,322,507,89,144,100,1993,6.61,2.40,1.23,Drama,Thriller,Comedy,Crime,Action
268,3858,3.0,1268146674,0,1994,Crime,Drama,"",146,3.35,0.89,45,407,322,507,89,100,1993,6.60,2.31,1.23,Drama,Thriller,Comedy,Crime,Action
233,3858,4.0,1284048815,1,1994,Drama,"","",740,3.52,1.05,551,555,593,380,246,100,1992,8.54,2.31,1.25,Drama,Thriller,Comedy,Crime,Action
804,3858,3.5,1284049010,1,1996,Comedy,Romance,"",508,3.08,0.96,594,233,551,555,593,100,1992,9.06,2.33,1.25,Drama,Thriller,Comedy,Crime,Action
34,3858,3.0,1284118585,0,1995,Children,Drama,"",7042,3.63,1.11,52,605,804,594,233,100,1992,9.07,2.35,1.26,Drama,Thriller,Comedy,Crime,Action
518,3858,1.0,1308753144,0,1994,Comedy,"","",272,2.67,0.98,318,52,605,804,594,100,1992,8.41,2.35,1.23,Drama,Thriller,Comedy,Crime,Action
6,3858,3.0,1355541573,0,1995,Action,Crime,Thriller,5245,3.84,0.86,364,947,994,949,318,100,1991,12.00,2.23,1.21,Drama,Comedy,Thriller,Crime,Romance
908,3858,2.5,1383524655,0,1959,Action,Adventure,Mystery,3429,4.23,0.74,909,841,556,364,947,100,1990,13.34,2.29,1.23,Drama,Comedy,Thriller,Romance,Crime
431,3858,3.5,1411411393,1,1993,Crime,Drama,"",1907,3.68,0.84,162,154,909,841,556,100,1989,14.81,2.33,1.25,Drama,Comedy,Thriller,Romance,Crime
926,3858,3.5,1424659376,1,1950,Drama,"","",1076,4.21,0.83,922,431,162,154,909,100,1988,16.04,2.39,1.24,Drama,Comedy,Thriller,Romance,Crime
412,3858,4.0,1425665013,1,1993,Drama,"","",998,3.57,0.93,926,922,431,162,154,100,1987,16.46,2.41,1.24,Drama,Comedy,Thriller,Romance,Crime
565,3858,1.5,1425682521,0,1993,Drama,Horror,"",136,3.19,1.01,412,926,922,431,162,100,1987,16.46,2.42,1.25,Drama,Comedy,Thriller,Romance,Crime
260,451,3.0,1223379266,0,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,247,111,714,593,541,8,1990,7.35,3.38,0.64,Drama,Thriller,Crime,Action,Sci-Fi
608,451,3.0,1223380740,0,1996,Comedy,Crime,Drama,9505,4.09,0.93,441,50,247,111,714,11,1989,7.63,3.41,0.58,Thriller,Crime,Drama,Mystery,Action
253,451,3.0,1224589225,0,1994,Drama,Horror,"",6010,3.50,0.94,909,741,123,232,70,32,1990,9.74,3.20,0.63,Drama,Thriller,Comedy,Crime,Romance
293,5023,4.0,1271049380,1,1994,Action,Crime,Drama,5587,4.06,0.81,904,50,307,306,"",8,1989,14.31,3.25,1.07,Thriller,Mystery,Drama,Crime,""
337,5523,3.5,1323355093,1,1993,Drama,"","",3889,3.76,0.86,356,628,32,588,551,19,1993,5.21,3.84,0.53,Thriller,Crime,Drama,Comedy,Children
595,5523,3.0,1325558323,0,1991,Animation,Children,Fantasy,7539,3.65,0.98,253,34,344,780,260,33,1993,4.96,3.70,0.62,Drama,Thriller,Crime,Comedy,Action
539,5523,3.0,1325558364,0,1993,Comedy,Drama,Romance,6177,3.50,0.97,253,34,344,780,260,36,1993,4.77,3.61,0.67,Drama,Thriller,Crime,Comedy,Action
589,5523,3.5,1328689185,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,599,858,364,50,318,45,1991,8.40,3.67,0.64,Drama,Thriller,Crime,Comedy,Adventure
541,7328,4.5,1250647531,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,327,"","","","",2,1995,0.71,3.25,0.35,Action,Sci-Fi,Comedy,"",""
608,7328,4.0,1250647703,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,750,541,327,"","",4,1984,14.93,3.75,0.65,Action,Sci-Fi,Comedy,Thriller,War
912,7655,4.5,1212275535,1,1942,Drama,Romance,"",5256,4.27,0.85,527,318,50,26,910,6,1979,23.56,4.42,0.58,Crime,Drama,Mystery,Thriller,War
596,7655,4.0,1215148049,1,1940,Animation,Children,Fantasy,2765,3.53,0.99,48,594,300,541,141,47,1985,17.46,3.90,0.52,Drama,Adventure,Thriller,Children,Comedy
348,944,1.0,1349304551,0,1994,Comedy,"","",1744,3.72,0.89,"","","","","",2,1993,0.00,2.50,0.71,"","","","",""
588,1265,2.5,1217007555,0,1992,Adventure,Animation,Children,8980,3.67,0.92,318,780,69,839,"",6,1991,10.32,3.50,1.38,Action,Thriller,Sci-Fi,Adventure,Crime
590,1265,1.0,1217007643,0,1990,Adventure,Drama,Western,9497,3.72,0.97,47,480,344,318,780,10,1992,7.83,3.70,1.21,Thriller,Action,Sci-Fi,Adventure,Comedy
231,1265,3.5,1217007868,1,1994,Adventure,Comedy,"",7051,2.93,1.21,367,500,34,364,47,15,1992,6.39,3.57,1.21,Action,Thriller,Drama,Comedy,Adventure
480,13460,3.5,1294670170,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,260,318,593,333,315,13,1988,11.72,2.92,1.13,Thriller,Drama,Action,Crime,Sci-Fi
